protein	lifestyle	call	catalytic_residues
Pismi_AB1_1_817777	ECM	intact	EE
Pismi_AB1_1_994801	ECM	intact	EE
Parsph2_125745	ECM	intact	EE
Parsph2_1576844	ECM	intact	EE
Parsph2_1577280	ECM	intact	EE
Parsph2_1578242	ECM	disrupted	DG
Parsph2_1580761	ECM	intact	EE
Parsph2_1585809	ECM	intact	EE
Parsph2_1612526	ECM	intact	EE
Parsph2_1667577	ECM	intact	EE
Parsph2_1682721	ECM	intact	EE
Parsph2_1699141	ECM	intact	EE
Parsph2_1709039	ECM	intact	EE
Parsph2_1797301	ECM	intact	EE
Parsph2_1799367	ECM	intact	EE
Parsph2_1838211	ECM	intact	EE
Suqu222_1_1176349	ECM	intact	EE
Suqu222_1_1179475	ECM	intact	EE
Suqu222_1_1190381	ECM	intact	EE
Suqu222_1_1192998	ECM	intact	EE
Suqu222_1_1243955	ECM	disrupted	DG
Suqu222_1_1310159	ECM	intact	EE
Suqu222_1_1324433	ECM	intact	EE
Suqu222_1_1329782	ECM	intact	EE
Suqu222_1_1329812	ECM	intact	EE
Suqu222_1_1341804	ECM	disrupted	NE
Suqu222_1_1356343	ECM	intact	EE
Suqu222_1_1356738	ECM	intact	EE
Suqu222_1_1361001	ECM	disrupted	DG
Suqu222_1_1363326	ECM	intact	EE
Suqu222_1_1375836	ECM	intact	EE
Suqu222_1_251772	ECM	intact	EE
Suqu222_1_603333	ECM	intact	EE
Suqu222_1_807478	ECM	intact	EE
RusKIS4_1_1_1417307	ECM	intact	EE
RusKIS4_1_1_1426446	ECM	intact	EE
RusKIS4_1_1_1459186	ECM	intact	EE
RusKIS4_1_1_1629898	ECM	intact	EE
RusKIS4_1_1_1636303	ECM	intact	EE
RusKIS4_1_1_1649157	ECM	intact	EE
RusKIS4_1_1_1678147	ECM	disrupted	DA
RusKIS4_1_1_840097	ECM	intact	EE
Jaaar1_124574	WD	intact	EE
Jaaar1_125951	WD	intact	EE
Jaaar1_127299	WD	intact	EE
Jaaar1_132259	WD	intact	EE
Jaaar1_132444	WD	intact	EE
Jaaar1_132445	WD	intact	EE
Jaaar1_134266	WD	intact	EE
Jaaar1_134337	WD	intact	EE
Jaaar1_134402	WD	intact	EE
Jaaar1_137790	WD	disrupted	DA
Jaaar1_155678	WD	intact	EE
Jaaar1_158537	WD	intact	EE
Jaaar1_169742	WD	intact	EE
Jaaar1_172769	WD	intact	EE
Jaaar1_195251	WD	disrupted	DG
Jaaar1_197520	WD	disrupted	DA
Jaaar1_199232	WD	disrupted	DA
Jaaar1_203880	WD	intact	EE
Jaaar1_208895	WD	intact	EE
Jaaar1_208916	WD	intact	EE
Jaaar1_27795	WD	intact	EE
Jaaar1_310124	WD	fragment	--
Jaaar1_31399	WD	intact	EE
Jaaar1_31815	WD	disrupted	DA
Jaaar1_33997	WD	intact	EE
Jaaar1_34051	WD	intact	EE
Jaaar1_343858	WD	intact	EE
Jaaar1_35300	WD	intact	EE
Jaaar1_37683	WD	intact	EE
Jaaar1_37685	WD	intact	EE
Jaaar1_39377	WD	disrupted	DA
Jaaar1_57863	WD	intact	EE
Jaaar1_595353	WD	intact	EE
Jaaar1_65311	WD	intact	EE
Sphst1_153456	WD	intact	EE
Sphst1_156006	WD	intact	EE
Sphst1_158413	WD	intact	EE
Sphst1_177687	WD	intact	EE
Sphst1_200129	WD	intact	EE
Sphst1_217105	WD	intact	EE
Sphst1_222150	WD	intact	EE
Sphst1_233487	WD	intact	EE
Sphst1_234735	WD	intact	EE
Sphst1_244941	WD	intact	EE
Sphst1_249993	WD	intact	EE
Sphst1_250819	WD	intact	EE
Sphst1_252358	WD	disrupted	DG
Sphst1_264306	WD	intact	EE
Sphst1_270543	WD	intact	EE
Sphst1_275430	WD	intact	EE
Sphst1_29641	WD	intact	EE
Sphst1_45087	WD	intact	EE
Sphst1_56780	WD	fragment	-G
Sphst1_60909	WD	intact	EE
Sphst1_61024	WD	intact	EE
Sphst1_62301	WD	intact	EE
Sphst1_64924	WD	intact	EE
Sphst1_73949	WD	intact	EE
Sphst1_76613	WD	intact	EE
Sphst1_76891	WD	intact	EE
Sphst1_775773	WD	intact	EE
Sphst1_775775	WD	intact	EE
Sphst1_778430	WD	intact	EE
Sphst1_786030	WD	intact	EE
Amath1_135705	SAP	intact	EE
Amath1_138565	SAP	intact	EE
Amath1_140568	SAP	intact	EE
Amath1_143282	SAP	intact	EE
Amath1_145661	SAP	intact	EE
Amath1_148220	SAP	intact	EE
Amath1_175575	SAP	intact	EE
Amath1_177045	SAP	intact	EE
Amath1_185172	SAP	intact	EE
Amath1_3601	SAP	intact	EE
Amath1_45415	SAP	intact	EE
Amath1_47717	SAP	intact	EE
Amath1_53295	SAP	disrupted	DG
Amath1_55985	SAP	intact	EE
Amath1_65780	SAP	intact	EE
Amath1_65945	SAP	intact	EE
Amath1_70677	SAP	intact	EE
Amath1_74245	SAP	intact	EE
Amath1_76342	SAP	intact	EE
Suitom1_140423	ECM	intact	EE
Suitom1_141164	ECM	intact	EE
Suitom1_33161	ECM	intact	EE
Suitom1_406135	ECM	disrupted	DA
Suitom1_601720	ECM	intact	EE
Suitom1_603509	ECM	intact	EE
Suitom1_619779	ECM	disrupted	DG
Suitom1_623544	ECM	intact	EE
Suitom1_648163	ECM	intact	EE
Suitom1_701207	ECM	intact	EE
Suitom1_703456	ECM	intact	EE
Suitom1_712819	ECM	intact	EE
Suitom1_733555	ECM	intact	EE
Suitom1_775001	ECM	intact	EE
Suitom1_775002	ECM	intact	EE
Suitom1_779710	ECM	intact	EE
Suitom1_803122	ECM	intact	EE
Trihyb1_251812	ECM	intact	EE
Trihyb1_745252	ECM	intact	EE
Trihyb1_756135	ECM	intact	EE
Trihyb1_823215	ECM	intact	EE
Trihyb1_918649	ECM	intact	EE
Coraus1_1051649	ECM	intact	EE
Coraus1_1062470	ECM	intact	EE
Coraus1_246886	ECM	intact	EE
Coraus1_420808	ECM	intact	EE
Coraus1_809108	ECM	intact	EE
Coraus1_839407	ECM	intact	EE
Coraus1_841087	ECM	intact	EE
Coraus1_863360	ECM	intact	EE
Coraus1_869337	ECM	intact	EE
Coraus1_895758	ECM	intact	EE
Coraus1_905490	ECM	intact	EE
Coraus1_928815	ECM	intact	EE
Coraus1_928921	ECM	disrupted	DG
Coraus1_930612	ECM	intact	EE
Coraus1_952406	ECM	intact	EE
Coraus1_989084	ECM	intact	EE
Lacviv1_1573282	ECM	intact	EE
Lacviv1_1638568	ECM	intact	EE
Lacviv1_1643865	ECM	intact	EE
Lacviv1_1673433	ECM	intact	EE
Lacviv1_1675421	ECM	intact	EE
Lacviv1_1685343	ECM	intact	EE
Lacviv1_1786654	ECM	disrupted	DG
Lacviv1_1815285	ECM	intact	EE
Lacviv1_796633	ECM	intact	EE
Lacviv1_935415	ECM	intact	EE
Gyrli1_412469	ECM	disrupted	DG
Gyrli1_690342	ECM	intact	EE
Gyrli1_698557	ECM	intact	EE
Gyrli1_704094	ECM	intact	EE
Gyrli1_777103	ECM	intact	EE
Gyrli1_778671	ECM	intact	EE
Gyrli1_782044	ECM	intact	EE
Gyrli1_783498	ECM	intact	EE
Gyrli1_793780	ECM	intact	EE
Gyrli1_795240	ECM	intact	EE
Gyrli1_803906	ECM	fragment	K-
Gyrli1_822559	ECM	fragment	-E
Gyrli1_877429	ECM	intact	EE
Piscro1_1474067	ECM	intact	EE
Piscro1_1480796	ECM	intact	EE
Piscro1_1589801	ECM	intact	EE
Piscro1_1594713	ECM	intact	EE
Piscro1_1608633	ECM	intact	EE
Piscro1_1612302	ECM	intact	EE
Piscro1_1650541	ECM	intact	EE
Piscro1_1692109	ECM	intact	EE
Piscro1_1711525	ECM	disrupted	DA
Piscro1_1711526	ECM	disrupted	DA
Piscro1_178953	ECM	intact	EE
Piscro1_1837458	ECM	disrupted	DA
Piscro1_383139	ECM	intact	EE
Tripop1_1710207	ECM	intact	EE
Tripop1_1883453	ECM	intact	EE
Tripop1_2207109	ECM	intact	EE
Tripop1_2216324	ECM	intact	EE
Tripop1_2216360	ECM	intact	EE
Tripop1_2216477	ECM	intact	EE
Tripop1_2299375	ECM	intact	EE
Tripop1_2301015	ECM	intact	EE
Tripop1_2307972	ECM	intact	EE
Tripop1_2331805	ECM	intact	EE
Tripop1_2366327	ECM	intact	EE
Tripop1_2397645	ECM	intact	EE
Tripop1_2404043	ECM	intact	EE
Tripop1_2648260	ECM	intact	EE
Tripop1_2660945	ECM	disrupted	DA
Tripop1_286327	ECM	intact	EE
Oidma1_104409	ERM	intact	EE
Oidma1_109067	ERM	intact	EE
Oidma1_119353	ERM	intact	EE
Oidma1_123206	ERM	intact	EE
Oidma1_127566	ERM	intact	EE
Oidma1_128545	ERM	intact	EE
Oidma1_131700	ERM	intact	EE
Oidma1_132568	ERM	intact	EE
Oidma1_141089	ERM	disrupted	ET
Oidma1_144402	ERM	intact	EE
Oidma1_146919	ERM	intact	EE
Oidma1_162682	ERM	intact	EE
Oidma1_163756	ERM	intact	EE
Oidma1_167250	ERM	intact	EE
Oidma1_39485	ERM	intact	EE
Oidma1_42758	ERM	intact	EE
Oidma1_43459	ERM	intact	EE
Oidma1_60905	ERM	intact	EE
Oidma1_86239	ERM	intact	EE
Oidma1_99805	ERM	intact	EE
Walse1_32390	SAP	intact	EE
Walse1_34039	SAP	intact	EE
Walse1_36342	SAP	intact	EE
Walse1_43243	SAP	intact	EE
Walse1_50317	SAP	intact	EE
Walse1_59673	SAP	intact	EE
Walse1_60653	SAP	intact	EE
Walse1_61596	SAP	intact	EE
Walse1_69973	SAP	intact	EE
RusdecM1_1014962	ECM	intact	EE
RusdecM1_1026347	ECM	intact	EE
RusdecM1_1032708	ECM	intact	EE
RusdecM1_1033124	ECM	disrupted	DA
RusdecM1_1049389	ECM	intact	EE
RusdecM1_1061841	ECM	intact	EE
RusdecM1_1069295	ECM	intact	EE
RusdecM1_1076414	ECM	intact	EE
RusdecM1_1124677	ECM	intact	EE
RusdecM1_958271	ECM	intact	EE
RusdecM1_973865	ECM	intact	EE
Suifus1_1023203	ECM	intact	EE
Suifus1_1024362	ECM	intact	EE
Suifus1_1034463	ECM	intact	EE
Suifus1_1040747	ECM	intact	EE
Suifus1_1113199	ECM	intact	EE
Suifus1_1127336	ECM	fragment	-E
Suifus1_1128653	ECM	intact	EE
Suifus1_1135951	ECM	intact	EE
Suifus1_1184159	ECM	intact	EE
Suifus1_1186614	ECM	intact	EE
Suifus1_1216712	ECM	intact	EE
Suifus1_1235117	ECM	intact	EE
Suifus1_1248778	ECM	disrupted	DA
Suifus1_501778	ECM	intact	EE
Suifus1_610884	ECM	intact	EE
Suifus1_756386	ECM	intact	EE
Suifus1_951639	ECM	intact	EE
PosplRSB12_1_1030481	WD	intact	EE
PosplRSB12_1_1042537	WD	intact	EE
PosplRSB12_1_1046202	WD	intact	EE
PosplRSB12_1_1065042	WD	intact	EE
PosplRSB12_1_1065423	WD	intact	EE
PosplRSB12_1_1066498	WD	intact	EE
PosplRSB12_1_1068184	WD	intact	EE
PosplRSB12_1_1068430	WD	intact	EE
PosplRSB12_1_1072172	WD	intact	EE
PosplRSB12_1_1155721	WD	intact	EE
PosplRSB12_1_1164613	WD	intact	EE
PosplRSB12_1_1169431	WD	intact	EE
PosplRSB12_1_1176908	WD	intact	EE
PosplRSB12_1_1177854	WD	intact	EE
PosplRSB12_1_1178758	WD	intact	EE
PosplRSB12_1_1181612	WD	intact	EE
PosplRSB12_1_1185941	WD	intact	EE
Wilmi1_542060	ECM	intact	EE
Wilmi1_542612	ECM	intact	EE
Wilmi1_552262	ECM	intact	EE
Wilmi1_561075	ECM	intact	EE
Wilmi1_562907	ECM	intact	EE
Wilmi1_591758	ECM	intact	EE
Wilmi1_656299	ECM	intact	EE
Suivis2_1093102	ECM	intact	EE
Suivis2_1458123	ECM	intact	EE
Suivis2_1464256	ECM	intact	EE
Suivis2_1547536	ECM	disrupted	DG
Suivis2_1568618	ECM	intact	EE
Suivis2_160409	ECM	intact	EE
Suivis2_1623621	ECM	intact	EE
Suivis2_1665993	ECM	intact	EE
Suivis2_1683241	ECM	intact	EE
Suivis2_1686683	ECM	intact	EE
Suivis2_1703474	ECM	disrupted	DG
Suivis2_1725181	ECM	intact	EE
Suivis2_1733636	ECM	intact	EE
Suivis2_1749598	ECM	intact	EE
Suivis2_1757415	ECM	fragment	D-
Suivis2_1804956	ECM	intact	EE
Suivis2_689971	ECM	fragment	--
Suivis2_731859	ECM	intact	EE
Suivis2_810544	ECM	intact	EE
Altal1_1003114	PATH	fragment	E-
Altal1_1006172	PATH	intact	EE
Altal1_1010226	PATH	intact	EE
Altal1_1016320	PATH	intact	EE
Altal1_1020140	PATH	intact	EE
Altal1_1027366	PATH	disrupted	ES
Altal1_1032428	PATH	intact	EE
Altal1_1036704	PATH	intact	EE
Altal1_1062811	PATH	intact	EE
Altal1_1064369	PATH	intact	EE
Altal1_1074427	PATH	fragment	E-
Altal1_214451	PATH	fragment	-E
Altal1_443858	PATH	disrupted	RQ
Altal1_684448	PATH	intact	EE
Altal1_906789	PATH	intact	EE
Altal1_928746	PATH	intact	EE
Altal1_944516	PATH	intact	EE
Altal1_947017	PATH	intact	EE
Altal1_983002	PATH	fragment	E-
Altal1_997212	PATH	intact	EE
Altal1_997312	PATH	intact	EE
Tubgib1_1029276	ECM	intact	EE
Tubgib1_1101180	ECM	intact	EE
Tubgib1_1106509	ECM	intact	EE
Tubgib1_132570	ECM	intact	EE
Tubgib1_952550	ECM	intact	EE
